,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
244,201,903234050,30,6,51.0,6120,2,2,3,1,2,3,2,19,1,5,3,1,6,5,1923,1950,2,1,6,6,3,0.0,TA,TA,2,Fa,Fa,5,ALQ,960.0,Unf,0.0,164.0,1124.0,5,TA,1,3,1068,0,0,1068,1.0,0.0,1,0,2,1,TA,5,3,1,Gd,5,1923.0,Unf,1.0,288.0,TA,TA,1,0,0,128,0,0,0,N/A,2,1,0,3,2010,3,109500
245,2886,913350030,20,4,69.0,23580,2,2,2,1,2,3,1,26,5,5,3,1,6,6,1979,1979,2,1,2,1,3,0.0,TA,TA,1,Gd,TA,1,GLQ,776.0,Unf,0.0,849.0,1625.0,5,TA,1,3,1625,0,0,1625,0.0,1.0,2,0,3,1,Fa,6,3,1,TA,6,1979.0,Fin,2.0,576.0,TA,TA,1,136,28,0,0,0,0,N/A,2,1,0,9,2006,3,242500
246,2328,527190050,160,4,44.0,5306,2,2,2,1,2,3,2,20,5,5,2,2,7,7,1987,1987,2,1,11,10,3,0.0,Gd,Gd,6,Gd,Gd,5,GLQ,495.0,Rec,215.0,354.0,1064.0,5,Gd,1,3,1064,703,0,1767,1.0,0.0,2,0,2,1,Gd,5,3,1,TA,6,1987.0,RFn,2.0,504.0,Gd,TA,1,441,35,0,0,0,0,N/A,2,1,0,6,2006,3,239000
247,2583,535301150,20,4,70.0,8092,2,2,3,1,2,3,2,8,5,5,3,1,6,8,1954,2000,1,1,6,6,5,176.0,TA,Gd,1,TA,TA,5,ALQ,824.0,Unf,0.0,226.0,1050.0,5,Ex,1,3,1050,0,0,1050,1.0,0.0,1,0,3,1,Gd,6,3,0,N/A,6,1954.0,RFn,1.0,286.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,6,2006,3,156000
248,1206,534277060,20,4,77.0,8593,2,2,2,1,2,3,2,8,5,5,3,1,4,6,1957,1957,1,1,9,8,3,0.0,TA,TA,1,TA,TA,5,Rec,288.0,Unf,0.0,619.0,907.0,5,Ex,1,3,907,0,0,907,0.0,0.0,1,0,3,1,TA,5,3,0,N/A,5,1964.0,Unf,1.0,352.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,7,2008,3,109008
249,2242,910206010,50,6,64.0,11067,2,2,3,1,2,2,2,28,5,5,3,5,2,4,1939,1950,2,1,9,8,3,0.0,TA,TA,2,N/A,N/A,2,N/A,0.0,N/A,0.0,0.0,0.0,5,Ex,1,3,640,0,205,845,0.0,0.0,1,0,1,1,TA,4,1,0,N/A,5,1950.0,Unf,1.0,256.0,TA,Fa,2,48,0,0,0,0,0,N/A,2,1,0,3,2007,3,68104
250,1105,528363020,60,4,0.0,11929,2,2,2,1,2,1,2,3,5,5,3,2,8,7,1995,1995,2,1,1,2,5,466.0,Gd,TA,6,Gd,TA,4,Unf,0.0,Unf,0.0,1242.0,1242.0,5,Ex,1,3,1251,1250,0,2501,0.0,0.0,2,1,4,1,Gd,9,3,1,TA,6,1995.0,RFn,3.0,751.0,TA,TA,1,192,87,0,0,0,0,N/A,2,1,0,6,2008,3,290000
251,121,534401110,20,4,90.0,9900,2,2,3,1,2,2,2,8,5,5,3,1,5,5,1966,1966,1,1,11,10,3,0.0,TA,TA,6,Gd,TA,5,BLQ,1059.0,Unf,0.0,150.0,1209.0,5,Gd,1,3,1209,0,0,1209,1.0,0.0,1,0,3,1,TA,6,3,0,N/A,6,1966.0,RFn,2.0,504.0,TA,TA,1,0,0,120,0,0,0,N/A,2,1,0,4,2010,7,159000
252,1223,534453140,70,4,50.0,4882,2,2,2,2,2,3,1,22,3,7,3,2,4,7,1937,1950,2,1,9,8,3,0.0,TA,TA,6,TA,TA,5,Rec,120.0,Unf,0.0,228.0,348.0,5,TA,1,3,453,453,0,906,0.0,0.0,1,0,2,1,TA,5,3,0,N/A,7,1937.0,Unf,1.0,231.0,Fa,TA,1,0,0,0,0,0,0,N/A,2,1,0,9,2008,3,87000
253,265,907252120,20,4,0.0,11423,2,2,3,1,2,3,2,17,5,5,3,1,8,5,2001,2002,2,1,1,2,5,479.0,Gd,TA,6,Gd,TA,4,GLQ,1358.0,Unf,0.0,223.0,1581.0,5,Ex,1,3,1601,0,0,1601,1.0,0.0,2,0,3,1,Gd,6,3,1,TA,6,2001.0,RFn,2.0,670.0,TA,TA,1,180,0,0,0,0,0,N/A,5,3,2000,5,2010,3,272000
254,2813,907414040,20,4,65.0,8772,2,2,3,1,2,5,2,17,5,5,3,1,7,5,2005,2006,2,1,1,2,3,0.0,Gd,TA,6,Gd,TA,3,GLQ,996.0,Unf,0.0,340.0,1336.0,5,Ex,1,3,1336,0,0,1336,1.0,0.0,2,0,3,1,Gd,6,3,0,N/A,6,2005.0,Unf,2.0,502.0,TA,TA,1,136,43,0,0,0,0,N/A,2,1,0,9,2006,1,198000
255,1294,902109120,50,6,63.0,7628,2,2,3,1,2,3,2,19,5,5,3,5,4,6,1940,1985,2,1,9,8,3,0.0,TA,Gd,2,TA,TA,5,Unf,0.0,Unf,0.0,801.0,801.0,5,Gd,1,5,1095,561,0,1656,0.0,0.0,2,0,2,1,TA,8,4,0,N/A,5,1958.0,Unf,2.0,440.0,TA,TA,1,187,0,0,0,0,0,N/A,2,1,0,5,2008,3,119164
256,2745,905477010,20,4,77.0,8335,2,2,3,1,2,2,2,6,5,5,3,1,5,5,1954,1954,2,1,6,6,3,0.0,TA,TA,3,N/A,N/A,2,N/A,0.0,N/A,0.0,0.0,0.0,5,Gd,1,3,1124,0,0,1124,0.0,0.0,1,0,3,1,TA,5,5,1,Gd,1,0.0,N/A,0.0,0.0,N/A,N/A,2,0,36,190,0,0,0,N/A,2,1,0,4,2006,3,93000
257,1094,528280180,60,4,71.0,8220,2,2,2,1,2,3,2,2,5,5,3,2,7,5,2000,2001,2,1,1,2,5,647.0,Gd,TA,6,Gd,TA,4,GLQ,544.0,Unf,0.0,438.0,982.0,5,Ex,1,3,1008,884,0,1892,0.0,0.0,2,1,3,1,TA,8,3,1,TA,6,2000.0,RFn,2.0,431.0,TA,TA,1,108,0,0,0,0,0,N/A,2,1,0,7,2008,3,226750
258,651,535353140,190,4,107.0,10615,2,2,2,2,2,2,1,19,1,1,5,2,3,5,1900,1970,2,1,11,10,3,0.0,TA,TA,1,Fa,TA,3,BLQ,440.0,Unf,0.0,538.0,978.0,5,TA,1,3,1014,685,0,1699,1.0,0.0,2,0,3,2,TA,7,3,0,N/A,3,1920.0,Unf,2.0,420.0,Fa,Fa,1,0,74,0,0,0,0,N/A,2,1,0,8,2009,3,95000
259,198,903228150,50,6,50.0,6000,2,2,3,1,2,3,2,22,5,5,3,5,6,7,1948,1950,2,1,6,6,3,0.0,TA,TA,1,TA,TA,5,Rec,300.0,Unf,0.0,480.0,780.0,5,TA,1,3,780,636,0,1416,0.0,0.0,1,1,3,1,TA,6,3,0,N/A,5,1948.0,Unf,1.0,312.0,TA,TA,3,221,0,48,0,0,0,N/A,2,1,0,3,2010,3,139900
260,131,534451150,30,4,55.0,5350,2,2,2,1,2,3,2,22,5,5,3,1,3,2,1940,1966,2,1,6,1,3,0.0,TA,Po,1,TA,TA,5,Unf,0.0,Unf,0.0,728.0,728.0,5,Ex,1,3,1306,0,0,1306,0.0,0.0,1,0,3,1,Fa,6,4,0,N/A,1,0.0,N/A,0.0,0.0,N/A,N/A,1,263,0,0,0,0,0,N/A,1,3,450,5,2010,3,76500
261,1258,535380110,30,4,60.0,5400,2,2,3,1,2,2,2,19,5,5,3,1,4,7,1940,2005,6,1,1,2,3,0.0,Gd,TA,6,TA,TA,5,Unf,0.0,Unf,0.0,672.0,672.0,5,Gd,1,3,672,0,0,672,0.0,0.0,1,0,2,1,TA,4,3,0,N/A,5,1997.0,Unf,1.0,308.0,TA,TA,2,88,108,0,0,0,0,N/A,2,1,0,7,2008,3,86900
262,1599,923227030,20,4,0.0,17979,2,2,2,1,2,2,2,26,5,5,3,1,5,6,1968,1968,2,1,2,1,3,0.0,TA,Gd,1,TA,TA,5,ALQ,785.0,Unf,0.0,328.0,1113.0,5,Ex,1,3,1160,0,0,1160,1.0,0.0,1,0,3,1,Gd,6,3,0,N/A,6,1968.0,Unf,1.0,257.0,TA,TA,1,81,0,0,0,0,0,N/A,1,3,500,2,2008,3,152500
263,1508,908250090,20,4,68.0,9520,2,2,3,2,2,3,1,6,5,5,3,1,4,5,1953,1953,2,1,9,8,4,115.0,TA,TA,1,Gd,TA,5,Rec,767.0,Unf,0.0,144.0,911.0,5,TA,1,3,930,0,0,930,0.0,0.0,1,0,2,1,TA,5,3,0,N/A,6,1953.0,RFn,1.0,286.0,TA,TA,1,134,0,0,0,0,0,N/A,5,6,3000,5,2008,3,99000
264,615,534450150,30,4,50.0,5330,2,2,3,3,2,3,2,22,5,5,3,1,4,7,1940,1950,1,1,1,2,3,0.0,Fa,TA,1,TA,TA,5,LwQ,280.0,Unf,0.0,140.0,420.0,5,Gd,1,3,708,0,0,708,0.0,0.0,1,0,2,1,Fa,5,3,0,N/A,1,0.0,N/A,0.0,0.0,N/A,N/A,1,164,0,0,0,0,0,N/A,2,1,0,12,2009,3,82500
265,1815,531451030,120,4,50.0,8012,2,2,3,1,2,3,2,16,5,5,2,1,6,5,1992,1992,2,1,2,7,3,0.0,Gd,TA,6,Gd,TA,5,GLQ,430.0,Unf,0.0,1145.0,1575.0,5,Gd,1,3,1575,0,0,1575,1.0,0.0,2,0,2,1,Gd,5,3,0,N/A,6,1992.0,RFn,2.0,529.0,TA,TA,1,0,0,52,0,0,0,N/A,2,1,0,7,2007,3,179200
266,2712,905105010,20,4,75.0,9000,2,2,3,1,2,2,2,12,5,5,3,1,5,6,1966,1966,2,1,2,1,3,0.0,TA,TA,1,TA,TA,5,ALQ,773.0,Unf,0.0,286.0,1059.0,5,Gd,1,3,1059,0,0,1059,1.0,0.0,1,0,3,1,TA,6,3,0,N/A,6,1966.0,Fin,1.0,286.0,TA,TA,1,0,88,0,0,0,0,N/A,1,1,0,6,2006,3,142500
267,2051,905101070,20,4,62.0,14299,2,2,3,1,2,3,2,12,8,5,3,1,4,3,1964,1964,2,1,11,10,3,0.0,TA,TA,1,TA,TA,5,Rec,513.0,LwQ,144.0,348.0,1005.0,5,TA,1,3,1005,0,0,1005,1.0,0.0,1,0,3,1,TA,5,3,0,N/A,5,1964.0,Unf,2.0,440.0,TA,TA,2,0,0,0,0,0,0,N/A,5,1,0,7,2007,3,115400
268,1863,534104090,60,5,0.0,7050,2,2,3,1,2,3,2,15,5,5,3,2,7,5,2001,2001,2,1,1,2,3,0.0,Gd,TA,6,Gd,TA,5,GLQ,738.0,Unf,0.0,319.0,1057.0,5,Ex,1,3,1057,872,0,1929,1.0,0.0,2,1,3,1,Gd,7,3,1,TA,6,2001.0,Fin,2.0,650.0,TA,TA,1,0,235,0,0,0,0,N/A,2,1,0,5,2007,3,226000
269,2510,533212130,160,5,30.0,3180,2,3,3,1,2,3,2,15,5,5,2,2,7,5,2005,2005,2,1,9,8,3,0.0,Gd,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,600.0,600.0,5,Ex,1,3,520,600,80,1200,0.0,0.0,2,1,2,1,Gd,4,3,0,N/A,5,2005.0,RFn,2.0,480.0,TA,TA,1,0,166,0,0,0,0,N/A,2,1,0,4,2006,3,144152
270,1069,528178090,60,4,112.0,16451,2,2,2,1,2,2,2,23,5,5,3,2,8,5,2003,2003,2,1,1,2,5,221.0,Gd,TA,6,Ex,TA,1,Unf,0.0,Unf,0.0,1765.0,1765.0,5,Ex,1,3,1804,886,0,2690,0.0,0.0,2,1,4,1,Gd,9,3,1,Gd,4,2003.0,Fin,3.0,795.0,TA,TA,1,268,58,0,0,0,0,N/A,2,1,0,7,2008,3,370000
271,336,923276030,20,4,76.0,12887,2,2,3,1,2,3,2,26,5,5,3,1,5,7,1984,1984,2,1,1,2,3,0.0,TA,TA,1,Gd,TA,3,Rec,207.0,GLQ,590.0,36.0,833.0,5,TA,1,3,833,0,0,833,1.0,0.0,1,0,2,1,Gd,5,3,0,N/A,6,1984.0,Unf,2.0,495.0,TA,TA,1,431,0,0,0,0,0,N/A,5,1,0,4,2010,3,149900
272,2417,528221100,60,4,105.0,15578,2,2,2,1,2,2,2,2,5,5,3,2,6,5,2006,2006,2,1,1,2,3,0.0,Gd,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,728.0,728.0,5,Gd,1,3,728,728,0,1456,0.0,0.0,2,1,3,1,TA,8,3,0,N/A,6,2006.0,RFn,2.0,429.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,5,2006,1,172785
273,1962,535451110,20,4,60.0,7200,2,2,3,1,2,3,2,8,5,5,3,1,5,8,1950,2002,2,1,1,2,3,0.0,TA,TA,1,TA,TA,5,ALQ,398.0,BLQ,149.0,317.0,864.0,5,Gd,1,3,864,0,0,864,1.0,0.0,1,0,3,1,Gd,5,3,0,N/A,5,1980.0,RFn,2.0,720.0,TA,TA,1,194,0,0,0,0,0,N/A,2,1,0,7,2007,3,129000
274,372,527302175,20,4,48.0,17043,2,2,2,1,2,1,2,7,5,5,3,1,6,5,1979,1998,2,1,11,10,3,0.0,TA,Gd,1,Gd,Fa,5,Unf,0.0,Unf,0.0,1362.0,1362.0,5,TA,1,3,1586,0,0,1586,0.0,0.0,2,0,3,1,TA,7,3,1,TA,6,1979.0,Unf,2.0,435.0,TA,TA,1,192,0,0,0,0,0,N/A,2,1,0,1,2009,3,181000
275,2578,535178100,80,4,125.0,10000,2,2,3,1,2,2,2,8,5,5,3,3,5,6,1956,1956,1,1,6,6,5,272.0,TA,TA,1,TA,TA,4,BLQ,678.0,Rec,281.0,99.0,1058.0,5,Ex,1,3,1370,0,0,1370,1.0,0.0,1,0,3,1,TA,6,3,1,TA,7,1956.0,RFn,1.0,300.0,TA,TA,1,191,0,0,0,120,0,N/A,5,1,0,2,2006,3,148000
276,2824,908130020,20,4,75.0,8050,2,2,3,1,2,3,2,6,5,5,3,1,6,5,2002,2002,2,1,1,2,1,0.0,TA,TA,6,Gd,TA,4,GLQ,475.0,ALQ,297.0,142.0,914.0,5,Ex,1,3,914,0,0,914,1.0,0.0,1,0,2,1,Gd,4,3,0,N/A,1,0.0,N/A,0.0,0.0,N/A,N/A,2,32,0,0,0,0,0,N/A,2,1,0,4,2006,3,117250
277,471,528228435,120,4,43.0,3182,2,2,3,1,2,3,2,25,5,5,2,1,7,5,2005,2006,2,1,1,2,5,16.0,Gd,TA,6,Gd,TA,4,GLQ,16.0,Unf,0.0,1357.0,1373.0,5,Ex,1,3,1555,0,0,1555,0.0,0.0,2,0,2,1,Gd,7,3,1,TA,6,2005.0,Fin,2.0,430.0,TA,TA,1,143,20,0,0,0,0,N/A,2,1,0,5,2009,3,192500
278,1544,909451150,160,6,24.0,1950,2,2,3,1,2,3,2,14,5,5,1,2,6,6,1980,1980,2,1,9,8,3,0.0,TA,Gd,1,Gd,TA,5,LwQ,81.0,GLQ,612.0,23.0,716.0,5,TA,1,3,716,840,0,1556,1.0,0.0,2,1,3,1,TA,6,3,1,TA,6,1980.0,Fin,2.0,452.0,TA,TA,1,161,0,0,0,0,0,N/A,3,1,0,7,2008,9,151000
279,2141,907203060,20,4,70.0,7700,2,2,3,1,2,2,2,17,5,5,3,1,5,5,1972,1972,2,1,1,2,3,0.0,TA,TA,1,TA,TA,5,LwQ,138.0,Rec,468.0,276.0,882.0,5,TA,1,3,882,0,0,882,1.0,0.0,1,0,3,1,TA,5,3,0,N/A,5,1980.0,Unf,2.0,461.0,TA,TA,1,96,0,0,0,0,0,N/A,5,1,0,3,2007,3,112500
280,2008,903205085,30,4,98.0,8731,2,2,2,1,2,3,2,22,5,5,3,1,5,5,1920,1950,2,1,13,11,3,0.0,TA,Fa,2,TA,TA,5,BLQ,645.0,Unf,0.0,270.0,915.0,5,TA,1,3,1167,0,0,1167,0.0,0.0,1,0,3,1,TA,6,8,1,Gd,5,1972.0,Unf,2.0,495.0,TA,TA,1,0,0,216,0,126,0,N/A,2,1,0,5,2007,3,144000
281,1075,528186130,120,4,89.0,8232,2,2,2,1,2,3,2,23,5,5,2,1,9,5,2007,2008,1,1,9,8,5,714.0,Ex,TA,6,Ex,TA,5,GLQ,1204.0,Unf,0.0,596.0,1800.0,5,Ex,1,3,1800,0,0,1800,1.0,0.0,2,0,2,1,Ex,6,3,1,Gd,6,2008.0,RFn,3.0,944.0,TA,TA,1,210,0,0,0,0,0,N/A,2,1,0,6,2008,1,370967
282,34,527453130,160,4,24.0,2280,2,2,3,1,2,5,2,24,5,5,1,2,6,6,1975,1975,2,1,2,3,3,0.0,TA,TA,1,TA,TA,5,ALQ,514.0,Unf,0.0,341.0,855.0,5,TA,1,3,855,601,0,1456,0.0,0.0,2,1,3,1,Gd,6,3,1,TA,6,1975.0,Unf,2.0,440.0,TA,TA,1,173,0,0,0,0,0,N/A,2,1,0,6,2010,3,149900
283,847,907192030,60,4,68.0,8935,2,2,2,1,2,3,2,17,5,5,3,2,7,5,2002,2002,2,1,1,2,5,95.0,Gd,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,831.0,831.0,5,Ex,1,3,831,829,0,1660,0.0,0.0,2,1,3,1,Gd,7,3,0,N/A,6,2002.0,RFn,2.0,493.0,TA,TA,1,144,68,0,0,0,0,N/A,2,1,0,7,2009,3,195000
284,1629,527165100,80,4,0.0,9125,2,2,2,1,2,3,2,2,5,5,3,3,7,5,1992,1992,2,1,11,10,5,170.0,TA,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,384.0,384.0,5,Gd,1,3,812,670,0,1482,0.0,0.0,2,1,3,1,Gd,7,3,1,TA,6,1992.0,Fin,2.0,392.0,TA,TA,1,100,25,0,0,0,0,N/A,2,1,0,7,2007,3,163900
285,2073,905352010,20,4,0.0,11075,2,2,3,1,2,2,2,10,5,5,3,1,6,5,1984,1984,1,1,6,6,5,136.0,TA,TA,6,Gd,TA,5,BLQ,299.0,LwQ,891.0,0.0,1190.0,5,Ex,1,3,1522,0,0,1522,0.0,0.0,2,0,3,1,TA,7,3,1,TA,6,1984.0,Fin,2.0,552.0,TA,TA,1,0,77,0,0,168,0,N/A,3,1,0,2,2007,3,182000
286,960,916382100,20,4,113.0,13438,2,2,2,3,2,2,2,21,5,5,3,1,9,5,2008,2008,2,1,12,14,4,246.0,Ex,TA,1,Ex,TA,1,GLQ,1758.0,Unf,0.0,432.0,2190.0,5,Ex,1,3,2036,0,0,2036,1.0,0.0,2,0,3,1,Ex,9,3,1,Ex,6,2008.0,Fin,3.0,780.0,TA,TA,1,90,154,0,0,0,0,N/A,2,1,0,7,2009,3,410000
287,955,914476430,20,4,82.0,11070,2,2,3,1,2,3,2,26,5,5,3,1,5,5,1991,1991,2,1,11,10,3,0.0,TA,TA,6,Gd,TA,5,BLQ,55.0,Unf,0.0,1527.0,1582.0,5,TA,1,3,1595,0,0,1595,1.0,0.0,2,0,2,1,TA,5,3,0,N/A,5,1991.0,Unf,2.0,672.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,4,2009,9,152000
288,2476,531376030,60,4,65.0,7800,2,2,3,1,2,3,2,16,5,5,3,2,7,5,2005,2005,2,1,1,2,5,172.0,Gd,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,891.0,891.0,5,Ex,1,3,891,795,0,1686,0.0,0.0,2,1,3,1,Gd,8,3,0,N/A,6,2005.0,Fin,2.0,462.0,TA,TA,1,144,101,0,0,0,0,N/A,2,1,0,4,2006,3,184000
289,1590,923202015,90,6,78.0,7060,2,2,3,1,2,3,2,26,5,5,4,7,7,5,1997,1998,2,1,1,2,5,200.0,TA,Gd,6,Gd,Gd,1,GLQ,1309.0,Unf,0.0,35.0,1344.0,5,Ex,1,3,1344,0,0,1344,2.0,0.0,2,0,2,2,TA,8,3,0,N/A,6,1997.0,Fin,4.0,784.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,11,2008,3,206300
290,2913,923226150,90,4,0.0,11836,2,2,2,1,2,2,2,26,5,5,4,1,5,5,1970,1970,2,1,2,1,3,0.0,TA,TA,1,TA,TA,5,BLQ,149.0,Unf,0.0,1503.0,1652.0,5,TA,1,3,1652,0,0,1652,0.0,0.0,2,0,4,2,TA,8,3,0,N/A,2,1970.0,Unf,3.0,928.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,3,2006,3,146500
291,149,535180130,50,4,60.0,8382,2,2,3,1,2,3,2,8,5,5,3,5,4,5,1956,1956,2,1,9,8,3,0.0,TA,TA,1,TA,TA,5,Unf,0.0,Unf,0.0,832.0,832.0,5,TA,1,5,832,505,0,1337,0.0,0.0,1,0,3,1,TA,5,3,0,N/A,6,1956.0,Unf,1.0,263.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,2,2010,3,108000
292,2525,534126060,80,4,102.0,10192,2,2,2,1,2,3,2,7,5,5,3,3,7,6,1968,1992,2,1,9,8,5,143.0,TA,TA,1,TA,TA,5,Unf,0.0,Unf,0.0,570.0,570.0,5,Gd,1,3,1222,698,0,1920,0.0,0.0,3,0,4,1,Gd,8,3,1,TA,6,1968.0,RFn,2.0,487.0,TA,TA,1,0,98,0,0,0,0,N/A,3,1,0,9,2006,3,170000
293,1470,907290250,120,6,0.0,4426,2,2,3,1,2,3,2,17,5,5,2,1,6,5,2004,2004,2,1,1,2,5,205.0,Gd,TA,6,Gd,TA,3,GLQ,662.0,Unf,0.0,186.0,848.0,5,Ex,1,3,848,0,0,848,1.0,0.0,1,0,1,1,Gd,3,3,0,N/A,6,2004.0,RFn,2.0,420.0,TA,TA,1,140,0,0,0,0,0,N/A,2,1,0,2,2008,3,145000
294,412,527453140,120,4,24.0,2280,2,2,3,1,2,5,2,24,5,5,1,1,7,5,1975,1975,2,1,2,3,3,0.0,TA,TA,1,Gd,TA,5,ALQ,435.0,LwQ,622.0,0.0,1057.0,5,TA,1,3,1055,0,0,1055,0.0,1.0,2,0,2,1,TA,4,3,1,Fa,6,1975.0,RFn,2.0,440.0,TA,TA,1,0,27,0,0,0,0,N/A,2,1,0,8,2009,3,123000
295,1399,905351089,120,4,0.0,2887,2,2,3,3,2,3,2,10,5,5,3,1,6,5,1996,1997,2,1,6,6,3,0.0,TA,TA,6,Gd,TA,3,GLQ,1003.0,Unf,0.0,288.0,1291.0,5,Ex,1,3,1291,0,0,1291,1.0,0.0,1,0,2,1,Gd,6,3,1,Gd,6,1996.0,Unf,2.0,431.0,TA,TA,1,307,0,0,0,0,0,N/A,2,1,0,11,2008,3,173000
296,183,902207140,30,6,60.0,8520,2,2,3,1,2,3,2,19,5,5,3,1,6,8,1928,2003,2,1,1,2,3,0.0,TA,Gd,2,TA,TA,5,Unf,0.0,Unf,0.0,624.0,624.0,5,Gd,1,3,720,0,0,720,0.0,0.0,1,0,2,1,TA,5,3,0,N/A,5,2005.0,Unf,2.0,484.0,TA,TA,1,106,0,0,0,0,0,N/A,2,1,0,5,2010,3,105900
297,974,923225360,180,6,21.0,1596,2,2,3,1,2,3,2,5,5,5,1,3,4,5,1973,1973,2,1,12,14,3,0.0,TA,TA,1,Gd,TA,1,GLQ,462.0,Unf,0.0,0.0,462.0,5,TA,1,3,526,462,0,988,1.0,0.0,1,0,2,1,TA,5,3,0,N/A,4,1973.0,Unf,1.0,297.0,TA,TA,1,120,101,0,0,0,0,N/A,1,1,0,11,2009,3,91000
298,930,909426090,50,4,78.0,15600,2,2,3,2,2,3,2,4,5,5,3,5,5,7,1949,2005,2,1,5,3,3,0.0,TA,TA,2,TA,TA,5,BLQ,312.0,Rec,507.0,248.0,1067.0,1,Fa,2,3,986,537,0,1523,1.0,0.0,2,0,3,1,Fa,7,1,1,TA,6,1949.0,Unf,1.0,295.0,TA,TA,1,0,0,81,0,0,0,N/A,2,1,0,10,2009,3,158000
299,881,907412020,60,4,65.0,9313,2,2,2,1,2,3,2,17,5,5,3,2,7,5,2004,2004,2,1,1,2,3,0.0,Gd,TA,6,Gd,TA,5,Unf,0.0,Unf,0.0,864.0,864.0,5,Ex,1,3,864,864,0,1728,0.0,0.0,2,1,3,1,Gd,7,3,0,N/A,6,2004.0,RFn,2.0,572.0,TA,TA,1,187,56,0,0,0,0,N/A,2,1,0,4,2009,3,190000
300,1180,533250110,120,4,22.0,11064,2,2,4,1,2,1,2,18,5,5,2,1,8,5,1995,1995,1,1,15,15,3,0.0,Gd,TA,6,Gd,TA,1,LwQ,560.0,GLQ,670.0,0.0,1230.0,5,Ex,1,3,1239,0,0,1239,1.0,0.0,1,1,1,1,Gd,4,3,1,Fa,6,1995.0,Fin,2.0,477.0,TA,TA,1,172,24,0,0,0,0,N/A,2,1,0,8,2008,3,217500
301,1553,910226040,50,6,75.0,9000,2,2,3,1,2,3,2,28,5,5,3,5,5,5,1958,1958,2,1,7,12,5,162.0,TA,TA,1,TA,TA,5,ALQ,330.0,Unf,0.0,821.0,1151.0,5,Gd,1,5,1151,804,0,1955,0.0,0.0,2,0,4,1,TA,7,3,0,N/A,6,1958.0,Fin,1.0,356.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,1,2008,3,165500
302,928,909425060,70,4,75.0,12000,2,2,3,2,2,3,2,4,5,5,3,2,7,7,1941,1950,2,1,9,8,3,0.0,TA,TA,1,TA,TA,5,Rec,275.0,Unf,0.0,429.0,704.0,5,Ex,1,3,860,704,0,1564,0.0,0.0,1,1,3,1,Fa,7,3,1,Gd,6,1941.0,Unf,1.0,234.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,7,2009,3,174500
303,1512,908276140,80,4,62.0,7692,2,2,3,2,2,3,1,6,5,5,3,3,4,6,1954,1954,2,1,6,6,3,0.0,TA,TA,1,Ex,TA,4,Unf,0.0,Unf,0.0,416.0,416.0,5,Gd,1,5,1204,0,0,1204,0.0,0.0,1,0,3,1,TA,6,3,0,N/A,7,1954.0,Unf,1.0,312.0,TA,TA,1,0,0,0,0,0,0,N/A,2,1,0,11,2008,3,100000
304,3,526351010,20,4,81.0,14267,2,2,2,1,2,2,2,8,5,5,3,1,6,6,1958,1958,1,1,6,6,5,108.0,TA,TA,1,TA,TA,5,ALQ,923.0,Unf,0.0,406.0,1329.0,5,TA,1,3,1329,0,0,1329,0.0,0.0,1,1,3,1,Gd,6,3,0,N/A,6,1958.0,Unf,1.0,312.0,TA,TA,1,393,36,0,0,0,0,N/A,2,6,12500,6,2010,3,172000
